,Current Sat Longitude,Sat Name,NORAD Number,Launch date,TLE Source,Site,Org,Op,Current Lat,Lat drift 10 minutes,Lon drift 10 minutes,Longitude at Epoch,Lon Driftrate [deg pr.day],Inclination,E/W Lon Osc (Incl),E/W Lon Osc (Ecc),Apogee[km],Perigee[km],Altitude [km],ID
168, 83.0298°E,CMS-01,47256,2020-12-17 00:00:00,CEL,SRILR,IND,+,  -0.0093°S,0.000°S,0.002°E, 82.9573°E,0.003°E,   0.037°,0.0000°,0.0508°,35806,35769,35770,2020-099A  
167, 83.0678°E,EXPRESS-AM3,28707,2005-06-24 00:00:00,CEL,TYMSC,CIS,+,  -3.0560°S,0.075°S,0.030°W,100.1661°E,4.592°W,   3.546°,0.0549°,0.0203°,36156,36141,36151,2005-023A  
166, 83.4965°E,TJS-4,44637,2019-10-17 00:00:00,CEL,XICLF,PRC,+,   0.0275°N,0.002°N,0.000°W, 83.5694°E,0.004°E,   0.040°,0.0000°,0.0386°,35802,35773,35790,2019-070A  
430, 83.5417°W,ABS-7,25894,1999-09-04 00:00:00,CEL,FRGUI,ABS,+,   2.5297°N,0.039°N,0.005°W, 81.9686°W,1.129°W,   2.716°,0.0322°,0.0722°,35902,35849,35867,1999-046A  
165, 83.8627°E,BEIDOU 16,38953,2012-10-25 00:00:00,CEL,XICLF,PRC,+,  -1.6787°S,0.040°S,0.004°E, 83.9504°E,0.008°W,   1.945°,0.0165°,0.1390°,35839,35737,35763,2012-059A  
164, 83.9615°E,BEIDOU 17,40549,2015-03-30 00:00:00,CEL,XICLF,PRC,S,  13.8445°N,1.917°N,0.863°W, 88.5734°E,0.292°W,  51.918°,11.7707°,0.4136°,35931,35626,35928,2015-019A  
431, 84.0245°W,STAR ONE D1,41904,2016-12-21 00:00:00,CEL,FRGUI,BRAZ,+,  -0.0028°S,0.001°S,0.000°E, 84.0348°W,0.011°W,   0.007°,0.0000°,0.0142°,35794,35783,35785,2016-082B  
163, 84.8169°E,HORIZONS-2,32388,2007-12-21 00:00:00,CEL,FRGUI,ITSO,+,   0.0011°N,0.002°N,0.000°W, 84.8159°E,0.000°E,   0.012°,0.0000°,0.0325°,35799,35776,35787,2007-063B  
162, 84.9814°E,RADUGA-1M 2,36358,2010-01-28 00:00:00,CEL,TYMSC,CIS,+,   0.0597°N,0.002°N,0.001°W, 84.9783°E,0.003°E,   0.070°,0.0000°,0.0208°,35795,35780,35791,2010-002A  
161, 85.1190°E,INTELSAT 15 (IS-15),36106,2009-11-30 00:00:00,CEL,TYMSC,ITSO,+,  -0.0202°S,0.001°N,0.000°W, 85.1181°E,0.000°E,   0.028°,0.0000°,0.0236°,35796,35779,35788,2009-067A  
432, 85.1241°W,XM-3 (RHYTHM),28626,2005-03-01 00:00:00,CEL,SEAL ,US,+,   0.0000°N,0.000°N,0.001°E, 85.0974°W,0.013°W,   0.016°,0.0000°,0.0176°,35795,35782,35782,2005-008A  
160, 85.1403°E,TDRS 7,23613,1995-07-13 00:00:00,CEL,AFETR,US,+,  -7.8198°S,0.513°N,0.030°W, 84.7566°E,0.002°E,  13.985°,0.8540°,0.3489°,35915,35658,35775,1995-035B  
433, 85.1883°W,XM-4 (BLUES),29520,2006-10-30 00:00:00,CEL,SEAL ,US,+,  -0.0130°S,0.001°S,0.002°W, 85.1225°W,0.053°W,   0.015°,0.0000°,0.0275°,35802,35781,35800,2006-049A  
434, 85.2002°W,SXM-8,48838,2021-06-06 00:00:00,CEL,AFETR,US,+,  -0.0116°S,0.002°S,0.001°W, 85.2096°W,0.004°W,   0.018°,0.0000°,0.0140°,35793,35783,35791,2021-049A  
159, 85.7149°E,WGS F3 (USA 211),36108,2009-12-06 00:00:00,CEL,AFETR,US,+,  -0.1290°S,0.003°S,0.000°E, 85.7188°E,0.007°W,   0.170°,0.0001°,0.0047°,35790,35786,35786,2009-068A  
435, 86.1406°W,FM-5,35493,2009-06-30 00:00:00,CEL,TYMSC,US,+,  -0.0106°S,0.002°S,0.000°W, 86.1465°W,0.002°E,   0.013°,0.0000°,0.0045°,35789,35786,35787,2009-034A  
158, 86.5115°E,KAZSAT-2,37749,2011-07-15 00:00:00,CEL,TYMSC,KAZ,+,   0.0271°N,0.001°N,0.000°E, 86.5040°E,0.008°E,   0.031°,0.0000°,0.0010°,35787,35787,35786,2011-035B  
157, 86.6046°E,FENGYUN 2E,33463,2008-12-23 00:00:00,CEL,XICLF,PRC,P,  -5.8047°S,0.032°S,0.012°E, 86.7125°E,0.009°W,   5.867°,0.1503°,0.0449°,35805,35772,35795,2008-066A  
436, 86.8082°W,ASTRA 3A,27400,2002-03-29 00:00:00,CEL,FRGUI,SES,+,   7.3523°N,0.030°S,0.021°E, 86.6086°W,0.008°E,   7.367°,0.2370°,0.0110°,35792,35783,35786,2002-015B  
437, 86.9693°W,SES-2,37809,2011-09-21 00:00:00,CEL,FRGUI,SES,+,   0.0055°N,0.001°S,0.000°W, 86.9697°W,0.007°W,   0.018°,0.0000°,0.0320°,35800,35776,35787,2011-049A  
156, 87.1643°E,UNKNOWN,83903,CEL,   3.7781°N,0.355°N,0.113°W, 94.1729°E,4.072°W,   9.314°,0.3788°,1.5000°,36672,35560,36663,2022-05-29 15:52:58 UTC,2022-05-30 23:26:34 UTC,T=01.32,24:12:55.08,
438, 87.2093°W,TKSAT-1 (TUPAC KATARI),39481,2013-12-20 00:00:00,CEL,XICLF,BOL,+,  -0.0145°S,0.001°S,0.001°W, 87.2195°W,0.013°W,   0.019°,0.0000°,0.0306°,35800,35777,35791,2013-075A  
155, 87.4662°E,CHINASAT 12 (ZX 12),39017,2012-11-27 00:00:00,CEL,XICLF,PRC,+,  -0.0256°S,0.001°S,0.000°W, 87.5257°E,0.002°W,   0.053°,0.0000°,0.0326°,35800,35776,35788,2012-067A  
154, 87.6937°E,USA 176 (DSP 22),28158,2004-02-14 00:00:00,CEL,AFETR,US,+,  -9.3264°S,0.177°N,0.026°E, 87.4205°E,0.008°E,  10.069°,0.4427°,0.0035°,35789,35786,35789,2004-004A  
153, 87.9941°E,ST-2,37606,2011-05-20 00:00:00,CEL,FRGUI,STCT,+,  -0.0086°S,0.001°N,0.001°W, 87.9991°E,0.002°W,   0.019°,0.0000°,0.0206°,35795,35780,35791,2011-022B  
152, 88.4215°E,WGS F4 (USA 233),38070,2012-01-20 00:00:00,CEL,AFETR,US,+,   0.0032°N,0.002°N,0.000°E, 88.4259°E,0.005°W,   0.015°,0.0000°,0.0029°,35789,35787,35786,2012-003A  
151, 88.9242°E,INMARSAT 3-F3,24674,1996-12-18 00:00:00,CEL,AFETR,IM,+,  -7.0920°S,0.007°S,0.011°E, 90.7187°E,1.054°W,   7.095°,0.2198°,0.0856°,35901,35838,35880,1996-070A  
439, 88.9804°W,GALAXY 28 (G-28),28702,2005-06-23 00:00:00,CEL,SEAL ,ITSO,+,  -0.0051°S,0.002°S,0.001°E, 88.9767°W,0.002°W,   0.013°,0.0000°,0.0282°,35798,35777,35781,2005-022A  
150, 89.0584°E,USA 271,41745,2016-08-19 00:00:00,CEL,AFETR,US,+,  -0.2892°S,0.008°S,0.004°W, 98.1976°E,0.447°W,   0.319°,0.0004°,0.0195°,35828,35813,35825,2016-052B  
440, 89.3656°W,USA 99 (MILSTAR-1 1),22988,1994-02-07 00:00:00,CEL,AFETR,US,+,  14.6563°N,0.213°S,0.074°E, 89.0687°W,0.032°E,  15.319°,1.0247°,0.0102°,35791,35783,35783,1994-009A  
149, 89.4164°E,TDRS 8,26388,2000-06-30 00:00:00,CEL,AFETR,US,+,  -9.9107°S,0.141°N,0.039°E, 89.9075°E,0.015°E,  10.340°,0.4669°,0.2667°,35886,35689,35739,2000-034A  
148, 89.8108°E,YAMAL 401,40345,2014-12-15 00:00:00,CEL,TYMSC,CIS,+,  -0.0430°S,0.001°N,0.000°E, 89.8760°E,0.035°W,   0.052°,0.0000°,0.0171°,35797,35784,35785,2014-082A  
147, 90.7366°E,LUCAS (JDRS-1),47202,2020-11-29 00:00:00,CEL,TANSC,JPN,+,  -0.0158°S,0.000°S,0.000°E, 90.7956°E,0.004°E,   0.042°,0.0000°,0.0332°,35799,35775,35785,2020-089A  
441, 90.9739°W,GALAXY 17 (G-17),31307,2007-05-04 00:00:00,CEL,FRGUI,US,+,   0.0186°N,0.002°S,0.000°E, 90.9746°W,0.001°E,   0.033°,0.0000°,0.0298°,35798,35777,35783,2007-016B  
442, 91.0715°W,NIMIQ 6,38342,2012-05-17 00:00:00,CEL,TYMSC,CA,+,  -0.0104°S,0.002°S,0.000°W, 91.0856°W,0.003°E,   0.017°,0.0000°,0.0279°,35798,35777,35786,2012-026A  
146, 91.1358°E,USA 270,41744,2016-08-19 00:00:00,CEL,AFETR,US,+,  -0.3241°S,0.009°S,0.004°E, 78.5232°E,0.594°E,   0.354°,0.0005°,0.0053°,35742,35738,35738,2016-052A  
145, 91.4694°E,MEASAT-3B,40147,2014-09-11 00:00:00,CEL,FRGUI,MALA,+,  -0.0386°S,0.001°N,0.000°E, 91.5103°E,0.002°E,   0.049°,0.0000°,0.0375°,35801,35774,35786,2014-054B  
144, 91.4895°E,MEASAT-3A,35362,2009-06-21 00:00:00,CEL,TYMSC,MALA,+,  -0.0059°S,0.000°S,0.001°W, 91.4915°E,0.011°W,   0.008°,0.0000°,0.0125°,35793,35784,35791,2009-032A  
143, 92.1379°E,CHINASAT 9 (ZX 9),33051,2008-06-09 00:00:00,CEL,XICLF,PRC,+,   0.0056°N,0.002°N,0.001°W, 92.2304°E,0.003°W,   0.020°,0.0000°,0.0476°,35805,35770,35793,2008-028A  
443, 92.7609°W,ICO G1,32763,2008-04-14 00:00:00,CEL,AFETR,US,+,   3.4294°N,0.095°S,0.003°E, 92.8164°W,0.003°W,   4.010°,0.0702°,0.0256°,35797,35778,35785,2008-016A  
142, 93.0383°E,JCSAT-16,41729,2016-08-14 00:00:00,CEL,AFETR,JPN,+,  -0.0774°S,0.001°S,0.001°E, 92.9917°E,0.004°W,   0.098°,0.0000°,0.0320°,35800,35776,35778,2016-050A  
444, 93.1416°W,GALAXY 11 (G-11),26038,1999-12-22 00:00:00,CEL,FRGUI,US,+,   2.5330°N,0.063°N,0.002°E, 93.1346°W,0.001°W,   2.953°,0.0381°,0.0008°,35788,35787,35786,1999-071A  
141, 93.4498°E,GSAT-15,41028,2015-11-10 00:00:00,CEL,FRGUI,IND,+,   0.0370°N,0.001°N,0.000°W, 93.5243°E,0.007°W,   0.039°,0.0000°,0.0465°,35805,35771,35787,2015-065A  
140, 93.4950°E,GSAT-17,42815,2017-06-28 00:00:00,CEL,FRGUI,IND,+,   0.0156°N,0.001°N,0.001°E, 93.4637°E,0.004°E,   0.014°,0.0000°,0.0262°,35797,35778,35777,2017-040B  
139, 93.8122°E,BEIDOU 7,37256,2010-12-17 00:00:00,CEL,XICLF,PRC,+,  39.9393°N,1.348°N,0.268°E,118.1758°E,0.005°E,  50.247°,11.0251°,0.2408°,35880,35703,35839,2010-068A  
445, 94.1452°W,AEHF-2 (USA 235),38254,2012-05-04 00:00:00,CEL,AFETR,US,+,   3.3002°N,0.008°N,0.004°E, 94.2371°W,0.000°E,   3.308°,0.0478°,0.0374°,35801,35774,35785,2012-019A  
138, 94.7115°E,LUCH 5V,39727,2014-04-28 00:00:00,CEL,TYMSC,CIS,+,  -1.4292°S,0.009°S,0.000°W, 94.7297°E,0.004°W,   1.457°,0.0093°,0.0406°,35803,35773,35796,2014-023A  
446, 94.9554°W,SPACEWAY 3,32018,2007-08-14 00:00:00,CEL,FRGUI,US,+,   0.1512°N,0.003°N,0.000°W, 94.9596°W,0.001°E,   0.179°,0.0001°,0.0054°,35790,35786,35788,2007-036A  
137, 94.9688°E,SES-8,39460,2013-12-03 00:00:00,CEL,AFETR,SES,+,   0.0186°N,0.001°N,0.000°W, 94.9757°E,0.006°W,   0.018°,0.0000°,0.0291°,35799,35777,35788,2013-071A  
136, 95.0083°E,SES-12,43488,2018-06-04 00:00:00,CEL,AFETR,SES,+,  -0.0296°S,0.001°N,0.000°E, 95.0071°E,0.001°W,   0.043°,0.0000°,0.0127°,35792,35783,35782,2018-049A  
447, 95.0462°W,INTELSAT 30 (IS-30),40271,2014-10-16 00:00:00,CEL,FRGUI,ITSO,+,  -0.0029°S,0.001°S,0.000°E, 95.0423°W,0.003°W,   0.005°,0.0000°,0.0135°,35793,35783,35784,2014-062A  
448, 95.0755°W,GALAXY 3C (G-3C),27445,2002-06-15 00:00:00,CEL,SEAL ,US,+,  -0.0015°S,0.001°S,0.001°W, 95.0694°W,0.009°W,   0.006°,0.0000°,0.0173°,35795,35782,35793,2002-030A  
449, 95.0805°W,INTELSAT 31 (IS-31),41581,2016-06-09 00:00:00,CEL,TYMSC,ITSO,+,  -0.0031°S,0.001°S,0.000°E, 95.0760°W,0.004°W,   0.004°,0.0000°,0.0251°,35797,35779,35785,2016-035A  
135, 95.1982°E,SKYNET 5A,30794,2007-03-11 00:00:00,CEL,FRGUI,UK,+,  -1.8506°S,0.032°S,0.001°E, 95.2613°E,0.005°W,   2.019°,0.0178°,0.0367°,35801,35774,35788,2007-007B  
450, 95.6080°W,USA 107 (DSP 17),23435,1994-12-22 00:00:00,CEL,AFETR,US,P,   9.7660°N,0.483°S,0.012°W, 96.9858°W,0.014°W,  14.585°,0.9289°,0.0226°,35796,35780,35779,1994-084A  
134, 95.9243°E,UNKNOWN,83934,CEL,   3.9923°N,0.327°N,0.058°W, 87.9871°E,8.172°E,   8.658°,0.3273°,2.5595°,36057,34203,35967,2022-05-29 22:41:05 UTC,2022-05-30 23:26:34 UTC,T=01.03,23:22:38.42,
133, 96.4953°E,EXPRESS 103,45985,2020-07-30 00:00:00,CEL,TYMSC,CIS,+,   0.0128°N,0.001°N,0.000°W, 96.4974°E,0.004°W,   0.010°,0.0000°,0.0050°,35790,35786,35787,2020-053A  
132, 96.5802°E,SHIYAN 12 02 (SY-12 02),50322,2021-12-23 00:00:00,CEL,WSC  ,PRC,+,   0.1848°N,0.000°N,0.002°E, 96.5247°E,0.285°E,   0.180°,0.0001°,0.0086°,35769,35762,35764,2021-129B  
451, 96.9712°W,GALAXY 19 (G-19),33376,2008-09-24 00:00:00,CEL,SEAL ,US,+,   0.0027°N,0.001°S,0.000°E, 96.9637°W,0.007°W,   0.007°,0.0000°,0.0328°,35800,35776,35783,2008-045A  
452, 97.1509°W,ECHOSTAR 19,41893,2016-12-18 00:00:00,CEL,AFETR,US,+,   0.0028°N,0.002°S,0.000°E, 97.1381°W,0.013°W,   0.020°,0.0000°,0.0109°,35793,35785,35785,2016-079A  
131, 97.3001°E,GSAT-9,42695,2017-05-05 00:00:00,CEL,SRILR,IND,+,   0.0453°N,0.001°N,0.000°E, 97.3514°E,0.003°E,   0.045°,0.0000°,0.0288°,35798,35777,35783,2017-024A  
130, 97.8534°E,CHINASAT 11 (ZX 11),39157,2013-05-01 00:00:00,CEL,XICLF,PRC,+,   0.0509°N,0.002°N,0.000°E, 97.8872°E,0.011°W,   0.050°,0.0000°,0.0190°,35795,35781,35784,2013-020A  
453, 97.9300°W,INMARSAT 4-F3,33278,2008-08-18 00:00:00,CEL,TYMSC,IM,+,   2.7919°N,0.081°S,0.002°E, 97.9716°W,0.000°E,   3.303°,0.0476°,0.0320°,35799,35776,35781,2008-039A  
129, 98.0311°E,CHINASAT 2E (ZX 2E),49062,2021-08-05 00:00:00,CEL,XICLF,PRC,+,  -0.0315°S,0.000°N,0.000°W, 98.0525°E,0.001°E,   0.046°,0.0000°,0.0132°,35792,35783,35788,2021-071A  
128, 98.1953°E,CHINASAT 2A (ZX 2A),38352,2012-05-26 00:00:00,CEL,XICLF,PRC,+,   0.0307°N,0.001°N,0.001°E, 98.2578°E,0.009°W,   0.028°,0.0000°,0.0374°,35802,35774,35780,2012-028A  
127, 98.5405°E,THURAYA-3,32404,2008-01-15 00:00:00,CEL,SEAL ,UAE,+,  -2.8229°S,0.130°N,0.001°W, 98.4989°E,0.003°W,   4.048°,0.0715°,0.0304°,35799,35776,35787,2008-001A  
454, 98.9898°W,GALAXY 16 (G-16)    [PM],29236,2006-06-18 00:00:00,CEL,SEAL ,US,+,   0.0140°N,0.001°N,0.000°E, 98.9900°W,0.002°E,   0.052°,0.0000°,0.0299°,35799,35777,35782,2006-023A  
455, 99.2158°W,DIRECTV 14,40333,2014-12-06 00:00:00,CEL,FRGUI,US,+,   0.0324°N,0.001°N,0.000°E, 99.2146°W,0.008°E,   0.058°,0.0000°,0.0106°,35791,35783,35782,2014-078B  
456, 99.2845°W,DIRECTV 11,32729,2008-03-19 00:00:00,CEL,SEAL ,US,+,   0.0130°N,0.001°N,0.001°W, 99.2203°W,0.074°W,   0.051°,0.0000°,0.0030°,35794,35792,35792,2008-013A  
457, 99.3026°W,MUOS-1,38093,2012-02-24 00:00:00,CEL,AFETR,US,+,   2.7541°N,0.045°S,0.006°W, 99.7352°W,0.001°W,   2.914°,0.0371°,0.6721°,36035,35540,35854,2012-009A  
126, 99.9121°E,FENGYUN 2G,40367,2014-12-31 00:00:00,CEL,XICLF,PRC,+,  -1.7756°S,0.025°S,0.001°E, 99.9369°E,0.000°E,   1.891°,0.0156°,0.0160°,35793,35782,35787,2014-090A  
125,100.4731°E,ASIASAT 5,35696,2009-08-11 00:00:00,CEL,TYMSC,AC,+,   0.0195°N,0.002°N,0.000°E,100.5137°E,0.001°W,   0.018°,0.0000°,0.0209°,35795,35780,35785,2009-042A  
458,100.9597°W,AT&T T-16,44333,2019-06-20 00:00:00,CEL,FRGUI,US,+,  -0.0027°S,0.002°S,0.001°W,100.8499°W,0.059°W,   0.013°,0.0000°,0.0155°,35798,35787,35795,2019-034A  
459,100.9750°W,SES-1,36516,2010-04-24 00:00:00,CEL,TYMSC,SES,+,   0.0009°N,0.002°S,0.000°E,100.9765°W,0.001°E,   0.017°,0.0000°,0.0285°,35798,35777,35783,2010-016A  
460,101.1734°W,DIRECTV 9S,29494,2006-10-13 00:00:00,CEL,FRGUI,US,+,   0.0018°N,0.002°S,0.001°E,101.1656°W,0.007°W,   0.019°,0.0000°,0.0335°,35801,35776,35781,2006-043A  
461,101.2671°W,SKYTERRA 1,37218,2010-11-14 00:00:00,CEL,TYMSC,US,+,   2.3225°N,0.034°S,0.001°E,101.2695°W,0.002°E,   2.426°,0.0257°,0.0346°,35800,35775,35791,2010-061A  
124,101.3770°E,CHINASAT 9B,49125,2021-09-09 00:00:00,CEL,XICLF,PRC,+,  -0.0090°S,0.001°S,0.000°E,101.4018°E,0.006°E,   0.004°,0.0000°,0.0239°,35796,35778,35785,2021-080A  
123,101.3859°E,TIANTONG-1 1,41725,2016-08-05 00:00:00,CEL,XICLF,PRC,+,  -0.6168°S,0.098°N,0.002°W,101.4352°E,0.005°W,   2.286°,0.0228°,0.0376°,35802,35774,35787,2016-048A  
122,101.6449°E,BEIDOU-3 IGSO-3,44709,2019-11-04 00:00:00,CEL,XICLF,PRC,+,  47.8756°N,1.443°N,0.587°E,135.7770°E,0.140°E,  57.294°,14.3344°,0.2563°,35884,35695,35818,2019-073A  
462,102.7171°W,DIRECTV 12,36131,2009-12-29 00:00:00,CEL,TYMSC,US,+,   0.0017°N,0.001°N,0.000°W,102.7025°W,0.011°W,   0.048°,0.0000°,0.0056°,35791,35786,35789,2009-075A  
463,102.7970°W,DIRECTV 10,31862,2007-07-07 00:00:00,CEL,TYMSC,US,+,   0.0012°N,0.000°S,0.000°W,102.7855°W,0.009°W,   0.009°,0.0000°,0.0023°,35789,35787,35787,2007-032A  
464,102.8685°W,DIRECTV 15,40663,2015-05-27 00:00:00,CEL,FRGUI,US,+,   0.0291°N,0.001°N,0.000°W,102.8524°W,0.004°W,   0.056°,0.0000°,0.0099°,35792,35784,35790,2015-026A  
465,102.9800°W,SES-3,37748,2011-07-15 00:00:00,CEL,TYMSC,US,+,   0.0333°N,0.001°S,0.000°E,102.9878°W,0.007°E,   0.038°,0.0000°,0.0300°,35798,35776,35783,2011-035A  
121,102.9850°E,EXPRESS AMU-3,50002,2021-12-13 00:00:00,CEL,TYMSC,CIS,+,   0.0178°N,0.001°N,0.000°W,102.9888°E,0.006°W,   0.013°,0.0000°,0.0063°,35790,35786,35788,2021-123B  
120,103.4298°E,CHINASAT 2C (ZX 2C),41021,2015-11-03 00:00:00,CEL,XICLF,PRC,+,   0.0190°N,0.001°N,0.001°W,103.4612°E,0.001°W,   0.013°,0.0000°,0.0182°,35794,35781,35791,2015-063A  
119,103.6391°E,BEIDOU 9,37763,2011-07-26 00:00:00,CEL,XICLF,PRC,+,  20.0724°N,1.988°S,0.863°W,110.8475°E,0.313°W,  54.474°,12.9582°,1.1189°,36195,35372,35656,2011-038A  
118,104.3768°E,USA 113,23628,1995-07-31 00:00:00,CEL,AFETR,US,+,  -7.9274°S,0.405°N,0.010°W,103.6858°E,0.017°W,  12.062°,0.6354°,0.0084°,35791,35785,35786,1995-038A  
117,104.5587°E,FENGYUN 4A,41882,2016-12-10 00:00:00,CEL,XICLF,PRC,+,   0.0658°N,0.003°N,0.002°W,104.6191°E,0.004°W,   0.074°,0.0000°,0.0470°,35805,35771,35801,2016-077A  
466,104.6961°W,GOES 14,35491,2009-06-27 00:00:00,CEL,AFETR,US,B,   0.1818°N,0.008°N,0.001°E,104.4807°W,0.001°W,   0.276°,0.0003°,0.1356°,35838,35738,35777,2009-033A  
116,104.9337°E,ASIASTAR,26107,2000-03-21 00:00:00,CEL,FRGUI,US,+,  -5.6276°S,0.019°N,0.012°E,104.9349°E,0.015°E,   5.639°,0.1389°,0.0509°,35805,35768,35783,2000-016A  
467,104.9389°W,SES-11 (ECHOSTAR 105),42967,2017-10-11 00:00:00,CEL,AFETR,SES,+,  -0.0005°S,0.002°S,0.001°E,104.9239°W,0.006°W,   0.015°,0.0000°,0.0247°,35797,35779,35779,2017-063A  
468,105.0375°W,AMC-15,28446,2004-10-14 00:00:00,CEL,TYMSC,SES,+,   0.0101°N,0.002°S,0.000°E,105.0470°W,0.009°E,   0.018°,0.0000°,0.0272°,35797,35777,35783,2004-041A  
469,105.1708°W,LDPE-1,49818,2021-12-07 00:00:00,CEL,AFETR,US,+,   0.2295°N,0.013°N,0.023°E,109.4795°W,3.325°E,   0.398°,0.0007°,0.0057°,35533,35529,35531,2021-118B  
115,105.4881°E,ASIASAT 7,37933,2011-11-25 00:00:00,CEL,TYMSC,AC,+,  -0.0294°S,0.001°S,0.000°E,105.5180°E,0.007°W,   0.057°,0.0000°,0.0156°,35794,35782,35783,2011-069A  
470,105.5295°W,SDO,36395,2010-02-11 00:00:00,CEL,AFETR,US,+,  14.6512°N,1.178°N,0.214°W,103.4380°W,0.091°W,  31.621°,4.3663°,0.0180°,35794,35781,35788,2010-005A  
114,105.7412°E,GAOFEN 4,41194,2015-12-28 00:00:00,CEL,XICLF,PRC,+,   0.0419°N,0.002°N,0.003°W,105.7305°E,0.000°W,   0.037°,0.0000°,0.0620°,35810,35765,35807,2015-083A  
113,106.1577°E,BEIDOU IGSO-6,41434,2016-03-29 00:00:00,CEL,XICLF,PRC,+, -55.9119°S,0.913°N,1.629°E, 95.3911°E,0.718°E,  58.075°,14.7278°,0.5062°,35969,35596,35705,2016-021A  
471,106.5316°W,MUOS-5,41622,2016-06-24 00:00:00,CEL,AFETR,US,+,  -1.2328°S,0.248°S,0.066°E,103.1190°W,0.031°E,   5.655°,0.1397°,2.2569°,36618,34957,35162,2016-041A  
472,107.0708°W,AMSC 1,23553,1995-04-07 00:00:00,CEL,AFETR,US,+,  11.4487°N,0.161°S,0.046°E,107.4822°W,0.015°E,  11.930°,0.6215°,0.0770°,35816,35759,35778,1995-019A  
473,107.1207°W,ECHOSTAR 17,38551,2012-07-05 00:00:00,CEL,FRGUI,US,+,   0.0079°N,0.002°S,0.000°E,107.1300°W,0.022°W,   0.021°,0.0000°,0.0226°,35798,35781,35786,2012-035A  
474,107.2748°W,ANIK F1R,28868,2005-09-08 00:00:00,CEL,TYMSC,CA,+,   0.3294°N,0.016°N,0.000°E,107.3258°W,0.002°E,   0.514°,0.0012°,0.0354°,35801,35774,35784,2005-036A  
475,107.3016°W,ANIK G1,39127,2013-04-15 00:00:00,CEL,TYMSC,CA,+,  -0.0030°S,0.001°S,0.000°E,107.3094°W,0.001°E,   0.012°,0.0000°,0.0048°,35789,35786,35784,2013-014A  
112,107.5075°E,TJS-5,44978,2020-01-07 00:00:00,CEL,XICLF,PRC,+,  -0.3060°S,0.002°S,0.001°W,107.5252°E,0.013°W,   0.326°,0.0005°,0.0130°,35793,35784,35792,2020-002A  
111,107.9975°E,TELKOM 4 (MERAH PUTIH),43587,2018-08-07 00:00:00,CEL,AFETR,INDO,+,   0.0179°N,0.002°N,0.000°E,108.0208°E,0.001°W,   0.016°,0.0000°,0.0120°,35792,35783,35786,2018-064A  
110,108.2389°E,SES-7 (PROTOSTAR 2),34941,2009-05-16 00:00:00,CEL,TYMSC,SES,+,  -0.0400°S,0.000°N,0.000°E,108.2382°E,0.003°E,   0.057°,0.0000°,0.0073°,35790,35785,35783,2009-027A  
109,108.2724°E,SES-9,41380,2016-03-04 00:00:00,CEL,AFETR,SES,+,   0.0228°N,0.001°N,0.000°E,108.2799°E,0.004°W,   0.017°,0.0000°,0.0216°,35796,35780,35786,2016-013A  
476,109.0777°W,ANIK F1,26624,2000-11-21 00:00:00,CEL,FRGUI,CA,+,   0.8669°N,0.046°N,0.003°E,109.2590°W,0.001°E,   1.390°,0.0084°,0.1203°,35832,35743,35756,2000-076A  
477,109.3219°W,NIMIQ 2,27632,2002-12-29 00:00:00,CEL,TYMSC,CA,+,   5.1863°N,0.124°N,0.010°E,109.3416°W,0.007°E,   5.964°,0.1553°,0.0623°,35810,35765,35763,2002-062A  
108,109.7801°E,BSAT-4A,42951,2017-09-29 00:00:00,CEL,FRGUI,JPN,+,  -0.0251°S,0.003°N,0.001°E,109.8323°E,0.009°W,   0.062°,0.0000°,0.0418°,35804,35773,35782,2017-059B  
107,109.7885°E,BSAT-4B,46112,2020-08-15 00:00:00,CEL,FRGUI,JPN,+,  -0.0078°S,0.001°S,0.001°W,109.8614°E,0.008°W,   0.008°,0.0000°,0.0383°,35802,35774,35794,2020-056A  
106,109.8299°E,BEIDOU 5,36828,2010-07-31 00:00:00,CEL,XICLF,PRC,+,   8.8581°N,2.032°S,1.003°W, 95.0788°E,0.441°W,  54.190°,12.8236°,0.3205°,35910,35674,35682,2010-036A  
105,109.8488°E,BSAT-3B,37207,2010-10-28 00:00:00,CEL,FRGUI,JPN,+,   0.0140°N,0.003°N,0.001°E,109.8449°E,0.002°W,   0.046°,0.0000°,0.0214°,35796,35780,35779,2010-056B  
104,109.8619°E,BSAT-3A,32019,2007-08-14 00:00:00,CEL,FRGUI,JPN,+,   0.0291°N,0.000°S,0.000°W,109.8629°E,0.001°E,   0.038°,0.0000°,0.0099°,35791,35784,35789,2007-036B  
478,109.8909°W,ECHOSTAR 23,42070,2017-03-16 00:00:00,CEL,AFETR,US,+,   0.0128°N,0.002°S,0.001°E,109.9132°W,0.007°E,   0.016°,0.0000°,0.0237°,35796,35778,35778,2017-014A  
103,109.9546°E,BSAT-3C (JCSAT-110R),37776,2011-08-06 00:00:00,CEL,FRGUI,JPN,B,   0.0122°N,0.002°N,0.000°E,109.9532°E,0.002°E,   0.016°,0.0000°,0.0011°,35788,35787,35785,2011-041B  
479,109.9567°W,ECHOSTAR 11,33207,2008-07-16 00:00:00,CEL,SEAL ,US,+,   0.0165°N,0.001°S,0.000°E,110.0139°W,0.004°E,   0.017°,0.0000°,0.0304°,35799,35776,35784,2008-035A  
